,product,Name,Stars,Title,Date,Verification,Description
2031,Jockey 1406 Women's High Coverage Super Combed Cotton Mid Waist Hipster with Concealed Waistband and StayFresh Treatment (Pack of 3_Colors & Prints May Vary),PRIYAAMIT,5.0,Fun and timepass,11 March 2024,Verified Purchase,Very simple but very attractive toy for children. They love to see the floating ball in the air.
2032,Jockey 1406 Women's High Coverage Super Combed Cotton Mid Waist Hipster with Concealed Waistband and StayFresh Treatment (Pack of 3_Colors & Prints May Vary),Praveena,4.0,Good quality,7 March 2024,Verified Purchase,My daughter who is of 2 yr old felt happy seeing the ball in air. Good quality
2033,Jockey 1406 Women's High Coverage Super Combed Cotton Mid Waist Hipster with Concealed Waistband and StayFresh Treatment (Pack of 3_Colors & Prints May Vary),AK,5.0,Bringing back childhood memories,2 April 2024,Verified Purchase,"Fun toy for kids, brought back memories from childhood."
2034,Jockey 1406 Women's High Coverage Super Combed Cotton Mid Waist Hipster with Concealed Waistband and StayFresh Treatment (Pack of 3_Colors & Prints May Vary),Sathviksaru,4.0,Super 👍,5 March 2024,Verified Purchase,Very nice
2035,Jockey 1406 Women's High Coverage Super Combed Cotton Mid Waist Hipster with Concealed Waistband and StayFresh Treatment (Pack of 3_Colors & Prints May Vary),Partha sarathi,4.0,Amazing Toy,1 April 2024,Verified Purchase,"I enjoyed a lot as a child in my school days.Today my two sons feel amazing with this Toy.Till this day they don't know about this kind of Toys, they are completely happy and enjoyed playing with this Toy"
2036,Jockey 1406 Women's High Coverage Super Combed Cotton Mid Waist Hipster with Concealed Waistband and StayFresh Treatment (Pack of 3_Colors & Prints May Vary),Haripriya,4.0,Worth for money,3 March 2024,Verified Purchase,Good
2037,Van Heusen Men's Regular Fit Polo Shirt,Amazon Customer,5.0,Nice product,24 March 2024,Verified Purchase,Product is good for kids. My niece enjoy doing it.
2038,Van Heusen Men's Regular Fit Polo Shirt,Khushi,4.0,Delay Of Delivery,29 October 2023,Verified Purchase,This Product Is Amazing. It's Colourful and also A Great Gift For Kids (Girl). But It Showed That It would Arrive Tomorrow when I ordered and my cousin's bday was right after the day of Delivery. I ordered it on 24th Oct and It Was Showing it Would Arrive at 25th Oct so I ordered but when I saw the Delivery Date It Was On 29th.They should Fix This Delay. My Cousin's Bday was On 26th.She got rlly sad that it won't arrive on time.
2039,Van Heusen Men's Regular Fit Polo Shirt,Aamir,5.0,Kids very really exciting,19 November 2023,Verified Purchase,"The media could not be loaded.
                



When my kids received the kit, they were thrilled to see the Princess, Mermaid, and Unicorn designs – it was like getting a canvas to paint their own magical world on our windows.**Crafting Fun:**They found the kit easy to use with all the necessary tools provided. Watching them engage in creating these beautiful artworks was a delight.**Age Suitability:**For my older child, aged 7, it was a perfect fit. However, for my younger one, at 4 years old, it required more supervision due to the delicate nature of glass painting.**Decorative Delight:**The finished artworks brought a splash of color and charm to our windows, and my kids were ecstatic to see their creations adorning our home.**Limitations:**Although they loved the designs, having a wider variety to choose from would have made it even more exciting for them.**Conclusion:**Overall, the Imagimake Window Art - Princess Glass Painting Set was a hit! It provided a fantastic creative outlet, especially for my older child, and added a touch of magic to our windows. While it might need more supervision for younger kids and a broader design range could enhance the experience, it was an enjoyable and engaging craft activity for them."
2040,Van Heusen Men's Regular Fit Polo Shirt,Dolly Singh,3.0,Costly,1 November 2023,Verified Purchase,"Not so good, products are very small in size."
2041,Van Heusen Men's Regular Fit Polo Shirt,Siddartha pg,5.0,Most inclusive DIY kit and also works a as a toy,30 December 2023,Verified Purchase,"I bought this as a gift for my daughter and she really got connected and engaged with this, this is aiding the creative side of my daughter and it is very inclusive. Now my daughter has become somewhat of a designer.The colours don't stick to the clothes or body, easily wears off. But once it is dried on the design, the shining is dull compared to when it was fresh"
2042,Van Heusen Men's Regular Fit Polo Shirt,Twinkle Gour,4.0,Engaging for kids,25 February 2024,Verified Purchase,Colour quality is very good I think the attaching hooks need improvement
2043,Van Heusen Men's Regular Fit Polo Shirt,Nice product...kids like and  enjoy so much,5.0,Good,16 February 2024,Verified Purchase,Value for money
2044,Van Heusen Men's Regular Fit Polo Shirt,Amazon Customer,5.0,Good product,2 January 2024,Verified Purchase,No Glitter ink inside. 4 out of 11 inks were supposed to be Glitter inks was not there. However the ink started glittering after one day. Hence some confusion overall good product.
2045,Van Heusen Men's Regular Fit Polo Shirt,Karthik,4.0,As expected,28 February 2024,Verified Purchase,Good quality
2046,Van Heusen Men's Regular Fit Polo Shirt,Rashmitha Mamilla,5.0,My niece loved it,5 February 2024,Verified Purchase,I ordered it for my niece and she loved playing with this
2047,"SJeware 12 Pairs Solid Ankle Socks for Men & Women, Multicolor, Pack of 12, Free Size",anshu t.,5.0,Happy,20 March 2024,Verified Purchase,I bought this scooter for my niece on his birthday and he got very happy.especially the 3 different colours that can be interchangeable.Built quality is great. Looks premium and packaging of this product was also good.handling of this scooter is easy and handle can be adjustable according to height.overall decent product my niece loved it.
2048,"SJeware 12 Pairs Solid Ankle Socks for Men & Women, Multicolor, Pack of 12, Free Size",Vamsi Krishna,4.0,Good but quality needs improvement,6 February 2024,Verified Purchase,"Good and works for the purpose. Quality needs improvement like wheels. Packing needs improvemen, they should keep thermocol or some sponge below handle screw when packing so that the brake plate do t get scratched or damaged."
2049,"SJeware 12 Pairs Solid Ankle Socks for Men & Women, Multicolor, Pack of 12, Free Size",Manju Singh,5.0,Cute scooter for kids,17 March 2024,Verified Purchase,There are three colors which kids will love. Handle is adjustable as per the height requirement and can be locked. The ride is smooth due to its wheels alignment. Quality is good and the look is cute. It’s light weight. The P arts can be detached making it easy to carry any where.
2050,"SJeware 12 Pairs Solid Ankle Socks for Men & Women, Multicolor, Pack of 12, Free Size",Iyyappan,1.0,Compromised with Quality,2 April 2024,Verified Purchase,"I see the product compromised with quality, the driving stick is not in right position. I should have choosed some other brandas this brand is teaching me leason that paid money is not value for them."
2051,"SJeware 12 Pairs Solid Ankle Socks for Men & Women, Multicolor, Pack of 12, Free Size",Amazon Customer,3.0,This is for below 8 years children,29 February 2024,Verified Purchase,Product quality is ok. As mentioned in the description this can not be used till 12 years and I believe it also won't carry 50 kg.This can be used till 8 years and it  an carry 35-40 kg.
2052,"SJeware 12 Pairs Solid Ankle Socks for Men & Women, Multicolor, Pack of 12, Free Size",Jayarama,5.0,Nice and worth for the money,31 March 2024,Verified Purchase,Product is very good and worth forthe paid money.
2053,"SJeware 12 Pairs Solid Ankle Socks for Men & Women, Multicolor, Pack of 12, Free Size",deep Behal,4.0,Value for money,14 February 2024,Verified Purchase,"Its a good product at this price. Quality ok, kids friendly."
2054,"SJeware 12 Pairs Solid Ankle Socks for Men & Women, Multicolor, Pack of 12, Free Size",Anuj Arora,5.0,Cute scooter with floor color changing feature,21 March 2024,Verified Purchase,My kid loves it. He is interested in turning handle like bike and this tri scooter has same feature. Light weighted and easy to handle. Strong and good quality plastic used. Suitable for all height kids and boys/girls.
2055,"SJeware 12 Pairs Solid Ankle Socks for Men & Women, Multicolor, Pack of 12, Free Size",Murali Krishna Varma Namburi,4.0,Needs some improvement,27 March 2024,Verified Purchase,Its sturdiness could use some improvement for better longevity.
2056,"SJeware 12 Pairs Solid Ankle Socks for Men & Women, Multicolor, Pack of 12, Free Size",Rohit,4.0,Good quality product.,8 March 2024,Verified Purchase,Good quality product. this is scooter is use by my three children but it still survive. Value for money
2057,Amazon Brand - Symbol Men's Cotton Rich Solid Polo T-Shirt Regular Fit (Available in Plus Size),Bharti,5.0,Amazing Product,28 March 2024,Verified Purchase,Nice
2058,Amazon Brand - Symbol Men's Cotton Rich Solid Polo T-Shirt Regular Fit (Available in Plus Size),Amit Kumar Das,4.0,Good toy to keep children engaged,31 March 2024,Verified Purchase,Works as described. The modes switch was not working so the seller had replaced the product. There should quality check done before package.
2059,Amazon Brand - Symbol Men's Cotton Rich Solid Polo T-Shirt Regular Fit (Available in Plus Size),Placeholder,5.0,Great support from made in India company,1 October 2022,Verified Purchase,"I bought this on double the price than China product thinking it is made in India but the quality of this toy is worse than any other toy. After charging it fully, it didn't even start. Return window is closed and we bought for a birthday gift so we checked on the birthday but to our horror, it didn't work and our whole money got wasted. Never buy this!!Review update - i called the company directly to show my frustration as Amazon window was closed. To my surprise they spoke very well and accepted the replacement with an apology. I have received the replacement product and is working perfectly. What a great gesture. This company really has great customer service and product quality should improve. Glad to purchase another made in India toy."
2060,Amazon Brand - Symbol Men's Cotton Rich Solid Polo T-Shirt Regular Fit (Available in Plus Size),Amazon Customer,1.0,The item is defective the same day. On/Off button is defective.,16 March 2024,Verified Purchase,The item is defective the same day. On/Off button is defective. Works when I hold the button and shutdown as soon as I leave. It doesn't turn on if I press and leave. Worst quality.
2061,Amazon Brand - Symbol Men's Cotton Rich Solid Polo T-Shirt Regular Fit (Available in Plus Size),Tejas Dave,5.0,Durable,14 March 2024,Verified Purchase,Manufacturer kept in mind naught nature of kids. Product is durable.
2062,Amazon Brand - Symbol Men's Cotton Rich Solid Polo T-Shirt Regular Fit (Available in Plus Size),Legna,3.0,Cheap material,5 March 2024,Verified Purchase,"I expected the side of the toy to be covered with foam, but it's cheap material. Too expensive for the quality offered."
2063,Amazon Brand - Symbol Men's Cotton Rich Solid Polo T-Shirt Regular Fit (Available in Plus Size),Manoj MK,4.0,Good Product.,9 February 2024,Verified Purchase,"I've been using it for 6months here's my reviewProsIt's a very good and easy to useIt's battery lasts far too long😁 ( I've charged it once in 6 months )It hovers wellIt's durableIt's colours are good , wide range of choicesIt works best on marble ( from my experience )ConsThe button to move from mode to mode is not working no reason why it didn't work from start.The charging takes very long like 2 hours.  ConclusionI would recommend 💯"
2064,Amazon Brand - Symbol Men's Cotton Rich Solid Polo T-Shirt Regular Fit (Available in Plus Size),Shailesh,5.0,Superb,17 February 2024,Verified Purchase,"The media could not be loaded.
                



What a Product,It Has 1 hr battery life and it goes so smooth and comes back. I would rate this Item 5/5, btwIt has 3 modes also 1. Fast speed 2.Medium speed3.No hover Only light blink (does not move only lights blink)"
2065,Amazon Brand - Symbol Men's Cotton Rich Solid Polo T-Shirt Regular Fit (Available in Plus Size),Ashish Kumar,4.0,Very good product,3 April 2024,Verified Purchase,It is very nice product and easy to use. Kids love to play with it
